id,title,content,published,url,media_url,category
15,Netflix is winding down its DVD business after 25 years,Netflix is officially winding down the business that helped make it a household name.,2023-04-18 20:10:51,https://www.cnn.com/2023/04/18/media/netflix-dvd-red-envelopes/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418155502-netflix-dvd-envelope-super-169.jpg,Others
16,FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams,"Artificial intelligence tools such as ChatGPT could lead to a ""turbocharging"" of consumer harms including fraud and scams, and the US government has substantial authority to crack down on AI-driven consumer harms under existing law, members of the Federal Trade Commission said Tuesday.",2023-04-18 17:59:38,https://www.cnn.com/2023/04/18/tech/lina-khan-ai-warning/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418125823-02-internet-user-stock-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
17,"Eating too much of these foods is driving the rise in type 2 diabetes, study says","Gobbling up too many refined wheat and rice products, along with eating too few whole grains, is fueling the growth of new cases of type 2 diabetes worldwide, according to a new study that models data through 2018.",2023-04-17 16:02:46,https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230417103845-bacon-sausage-potatoes-eggs-restricted-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
18,ADHD medication abuse in schools is a 'wake-up call',"At some middle and high schools in the United States, 1 in 4 teens report they've abused prescription stimulants for attention deficit hyperactivity disorder during the year prior, a new study found.",2023-04-25 17:44:36,https://www.cnn.com/2023/04/18/health/teen-misuse-adhd-meds-wellness/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418082957-teen-misuse-adhd-meds-wellness-stock-super-169.jpg,Others
19,Apple CEO was presented with an original Macintosh. See his reaction,CEO Tim Cook personally welcomed customers to the new Apple store in Mumbai as the tech company opens its first retail stores in India. CNN's Vedika Sud reports.,2023-04-18 09:17:25,https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/230418095406-apple-india-tim-cook-super-169.jpg,Others
20,Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,"Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.",2023-04-18 20:29:46,https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230417104735-01-clarence-thomas-2016-file-super-169.jpg,Others
21,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court",,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230417210750-wagner-commanders-041723-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
22,Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.,2023-04-18 19:07:52,https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230417210750-wagner-commanders-041723-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
23,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.,2023-04-18 03:24:56,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/230417224705-desantis-panel-vpx-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
24,GOP prepared to block vote to replace Feinstein on Senate Judiciary,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",2023-04-18 22:03:13,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230214135512-01-dianne-feinstein-0213-super-169.jpg,Others
25,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,,2023-04-18 17:33:17,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,https://cdn.cnn.com/cnnnext/dam/assets/150325082152-social-gfx-cnn-logo-super-169.jpg,Others
26,McCarthy slams Biden in handling of US debt,House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.,2023-04-18 22:03:01,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/230418162757-mccarthy-biden-super-169.jpg,Others
27,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,"The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.",2023-04-19 08:35:33,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230303094926-zaporizhzhia-nuclear-plant-file-101422-super-169.jpg,Others
28,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,"Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.",2023-04-18 09:41:42,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/230418132241-screengrab-indian-lawmaker-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
29,FDA clears the way for additional bivalent boosters for certain vulnerable individuals,"The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.",2023-04-18 15:09:15,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418103631-covid-vaccine-booster-bivalent-super-169.jpg,Others
30,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,"Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.",2023-04-19 01:49:51,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418144820-01-yarmouth-shooting-0418-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
31,Southwest says flights resumed after delays caused by 'tech issues',"• Delta Air Lines reports record bookings for summer travel
• Air France and Airbus acquitted in trial over 2009 plane crash",2023-04-18 17:15:29,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230323105146-southwest-airlines-file-101121-super-169.jpeg,Others
32,Damar Hamlin cleared to resume football activities after January cardiac arrest,"Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.",2023-04-18 22:11:37,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418173748-damar-hamlin-super-169.jpg,Others
33,Pilot makes history after landing on top of a 56-story hotel,Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.,2023-03-19 11:22:30,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,https://cdn.cnn.com/cnnnext/dam/assets/230317140252-helipad-plane-landing-super-169.jpg,Others
34,Top US Navy admiral defends non-binary sailor amid some Republican criticism,"The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is ""particularly proud of this sailor.""",2023-04-18 19:56:40,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210615165026-michael-gilday-file-super-169.jpg,Others
35,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,"The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.",2023-04-19 15:31:24,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230109112258-trump-willis-split-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
36,High speed trains are racing across the world. But not in America,High speed trains have proved their worth across the world over the past 50 years.,2023-04-19 02:39:40,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230417085801-04-high-speed-rail-china-restricted-super-169.jpg,Others
37,Podcast: One country musician is calling for other artists to oppose assault rifles,,,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,https://cdn.cnn.com/cnnnext/dam/assets/221117142556-the-assignment-with-audie-cornish-super-169.jpg,Others
38,Here's what you need to know if you haven't filed your return yet — and even if you have,"It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)",2023-04-18 14:15:43,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230411161107-stressed-man-stock-super-169.jpeg,Positive / Uplifting
39,"Undocumented immigrants are paying their taxes today, too",It's a surprising fact that's often overlooked in the immigration debate.,2023-04-18 18:29:24,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,https://cdn.cnn.com/cnnnext/dam/assets/170328102815-dreamer-posts-taxes-super-169.jpg,Others
40,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",2023-04-17 19:32:49,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/220112154235-filing-taxes-stock-super-169.jpeg,Terrorism / Protest / Political Unrest / Riot
41,'World's longest' purpose-built cycling tunnel opens in Norway,"There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.",2023-04-18 10:44:27,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418082736-01-fyllingsdalstunnelen-cycling-tunnel-super-169.jpeg,Others
42,Artist rejects photo prize after AI-generated image wins award,A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).,2023-04-18 15:27:54,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418130247-tease-boris-eldagsen-ai-sony-photography-awards-super-169.jpg,Others
43,These ships disappeared in Lake Superior a century ago. Watch as they're found again,"The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.",2023-04-18 19:29:01,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,https://cdn.cnn.com/cnnnext/dam/assets/230418114424-lostwreck2-super-169.jpg,Others
44,Erotic images of seniors show sex and intimacy in new light,"What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.",2023-04-18 03:24:57,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230412135552-01b-marilyn-minter-elder-sex-crop-super-169.jpg,Others
45,"China's economy is off to a solid start, rising 4.5% in Q1 2023",China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.,2023-04-18 07:01:12,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418102017-china-economy-0418-super-169.jpg,Others
46,"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security",2023-04-16 17:29:49,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230414164019-husbands-wives-earnings-stock-super-169.jpg,Others
47,McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",2023-04-17 16:31:30,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230414175339-02-mcdonalds-burger-update-super-169.jpg,Others
48,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",2023-04-17 15:52:19,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230202110718-02-google-bay-view-campus-0627-file-super-169.jpg,Others
49,Bidets save you money and reduce waste — we tested the best options out there,,,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/230414110242-best-bidets-border-lead-cnnu-super-169.jpg,Others
50,50+ products to make your life easier and our planet cleaner,,,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/230417094119-editors-picks-earth-week-new-lead-2023-super-169.jpg,Positive / Uplifting
51,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,,,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/220307152852-pillows-yana-lead-super-169.jpg,Others
52,"A head-to-toe guide of how men should dress this spring, and where they should shop",,,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/230314144004-underscored-todd-snyder-super-169.jpg,Others
53,42 of the most useful travel products you can buy on Amazon,,,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/211118095444-3-airtag-travel-companion-luggage-cnn-underscored-super-169.jpg,Others
54,The 7 best high-yield savings accounts of April 2023,,,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/230410125454-cit-bank-dvr-super-169.jpg,Others
55,Taxes are due tomorrow. Here's how to file for an extension,,,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/220623115617-underscored-airfly-review-lead-super-169.jpg,Others
56,Composting is an easy way to reduce food waste. Here's how to do it,,,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/230413112656-underscored-updated-lead-joey-gonzalez-super-169.jpg,Others
57,We stopped using aluminum foil for cooking and you should too. Here's what to use instead,,,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/230414111853-earth-week-2023-sustainable-swaps-mm-mat-super-169.jpg,Others
58,The beloved Dyson Supersonic hair dryer is at its lowest price ever,,,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/230405144728-stouchi-mount-on-laptop-at-angle-lead-cnnu-super-169.jpg,Others
59,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",,,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/191108140512-underscored-wayfair-lead-super-169.jpg,Others
60,The 10 best Amazon deals to shop this week,,,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,https://cdn.cnn.com/cnnnext/dam/assets/220302145616-petfavs-stephanie---casper-dog-bed--super-169.jpg,Others
61,Mifepristone saved my life,"The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",2023-04-18 11:30:00,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230105123125-medication-abortion-process-wellness-super-169.jpg,Others
62,The 2024 presidential alternative many voters will want,,,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,https://cdn.cnn.com/cnnnext/dam/assets/230418094726-presidential-ticket-2024-opinion-super-169.jpg,Others
63,Why isn't the House Judiciary Committee looking into Thomas?,"On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""",2023-04-17 11:37:37,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230406092847-justice-clarence-thomas-221007-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
64,Top secrets come spilling out,"In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",2023-04-16 11:22:36,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230413145300-02-jack-teixeira-super-169.jpg,Others
65,How did Sudan go from casting off despotic rule to this?,"Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",2023-04-17 22:45:23,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230417104918-01-sudan-unrest-041723-super-169.jpg,Terrorism / Protest / Political Unrest / Riot
66,Michelle Yeoh set to return in new 'Star Trek' movie,"Live long and prosper, Michelle Yeoh.",2023-04-18 19:11:23,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230418135551-michelle-yeoh-star-trek-discovery-file-super-169.jpg,Others
67,Recap: 'Succession' finds dark humor in the aftershocks,"After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",2023-04-17 02:28:12,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230126123530-01-succession-season-4-super-169.jpg,Others
68,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.",2023-05-01 23:02:04,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230413192945-03-yellowjackets-s2e3-super-169.jpg,Others
69,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,"Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",2023-04-16 19:04:10,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230416142440-03-jeremy-renner-041123-restricted-super-169.jpg,Positive / Uplifting
70,Review: 'Barry' takes a whack at its farewell season,"""Barry"" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.",2023-04-14 12:33:08,https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230412113212-01-barry-season-4-super-169.jpg,Others
